"","location","date","new_cases"
"820","Gambia",2022-06-14,0
"821","Gambia",2022-06-15,0
"822","Gambia",2022-06-16,0
"823","Gambia",2022-06-17,0
"824","Gambia",2022-06-18,0
"825","Gambia",2022-06-19,0
"826","Gambia",2022-06-20,0
"827","Gambia",2022-06-21,0
"828","Gambia",2022-06-22,0
"829","Gambia",2022-06-23,0
"830","Gambia",2022-06-24,0
"831","Gambia",2022-06-25,0
"832","Gambia",2022-06-26,0
"833","Gambia",2022-06-27,0
"834","Gambia",2022-06-28,0
"835","Gambia",2022-06-29,0
"836","Gambia",2022-06-30,0
"837","Gambia",2022-07-01,0
"838","Gambia",2022-07-02,0
"839","Gambia",2022-07-03,0
"840","Gambia",2022-07-04,0
"841","Gambia",2022-07-05,0
"842","Gambia",2022-07-06,7
"843","Gambia",2022-07-07,0
"844","Gambia",2022-07-08,0
"845","Gambia",2022-07-09,0
"846","Gambia",2022-07-10,0
"847","Gambia",2022-07-11,0
"848","Gambia",2022-07-12,0
"849","Gambia",2022-07-13,0
"850","Gambia",2022-07-14,0
"851","Gambia",2022-07-15,0
"852","Gambia",2022-07-16,0
"853","Gambia",2022-07-17,0
"854","Gambia",2022-07-18,0
"855","Gambia",2022-07-19,19
"856","Gambia",2022-07-20,0
"857","Gambia",2022-07-21,0
"858","Gambia",2022-07-22,0
"859","Gambia",2022-07-23,0
"860","Gambia",2022-07-24,0
"861","Gambia",2022-07-25,0
"862","Gambia",2022-07-26,50
"863","Gambia",2022-07-27,0
"864","Gambia",2022-07-28,0
"865","Gambia",2022-07-29,0
"866","Gambia",2022-07-30,0
"867","Gambia",2022-07-31,0
"868","Gambia",2022-08-01,0
"869","Gambia",2022-08-02,37
"870","Gambia",2022-08-03,34
"871","Gambia",2022-08-04,0
"872","Gambia",2022-08-05,0
"873","Gambia",2022-08-06,0
"874","Gambia",2022-08-07,0
"875","Gambia",2022-08-08,48
"876","Gambia",2022-08-09,0
